Strength Winning Deck,Strong Cards Power Winning Deck,Strongest Cards Power Winning Deck,Amount of Strong Cards Winning Deck,Amount of Strongest Cards Winning Deck,Count of plays
187,123,79,11,6,158
206,161,100,15,8,131
192,130,86,12,7,355
201,147,90,13,7,271
196,144,100,13,8,169
226,174,138,15,11,81
214,165,111,15,9,404
237,191,138,17,11,97
204,151,106,13,8,187
219,175,112,16,9,544
212,156,76,15,6,142
212,168,102,15,8,223
208,144,99,13,8,412
207,151,106,13,8,63
217,162,117,14,9,185
199,147,84,14,7,248
204,141,88,13,7,381
195,151,91,14,7,189
196,128,111,11,9,288
207,148,86,14,7,212
201,154,101,14,8,192
189,123,77,11,6,128
209,164,101,15,8,127
221,168,124,15,10,325
238,214,123,20,10,199
205,142,77,13,6,441
216,156,102,14,8,230
205,141,89,13,7,209
202,163,100,15,8,208
173,106,53,10,4,356
203,146,99,13,8,224
207,157,75,15,6,269
210,160,97,15,8,188
190,113,87,10,7,431
186,121,76,11,6,163
223,180,118,16,9,59
213,164,101,15,8,223
201,153,99,14,8,595
216,158,103,14,8,165
237,192,129,17,10,119
204,134,98,12,8,219
210,154,89,14,7,183
218,173,101,16,8,338
205,145,100,13,8,217
211,156,113,14,9,108
215,172,136,15,11,107
205,132,78,12,6,111
239,203,139,18,11,243
219,168,123,15,10,358
214,168,98,16,8,234
198,137,75,13,6,172
232,190,146,17,12,302
199,143,81,13,6,123
187,140,88,13,7,145
226,182,127,16,10,61
207,151,87,14,7,496
200,128,91,11,7,105
219,167,113,15,9,124
216,163,111,15,9,72
216,165,137,14,11,346
215,156,92,14,7,248
219,180,118,16,9,68
214,155,102,14,8,122
220,151,89,14,7,308
218,157,112,14,9,313
216,160,112,14,9,447
179,112,76,10,6,377
218,171,91,16,7,293
210,153,88,14,7,560
221,171,137,15,11,96
221,178,124,16,10,248
227,184,102,17,8,99
208,156,112,14,9,225
216,163,109,15,9,723
207,148,112,13,9,417
180,112,61,11,5,361
209,152,99,14,8,628
213,165,100,15,8,227
210,169,97,16,8,808
222,172,124,15,10,126
187,128,64,12,5,305
229,181,138,16,11,161
211,162,99,15,8,140
198,152,88,14,7,525
222,170,126,15,10,183
220,180,126,16,10,458
212,151,103,13,8,303
209,158,114,14,9,136
206,152,89,14,7,143
219,159,114,14,9,81
218,159,89,15,7,220
220,165,113,15,9,148
206,141,97,13,8,115
221,164,110,15,9,91
220,168,130,14,10,69
195,124,85,11,7,316
200,139,113,12,9,706
214,160,89,15,7,590
205,156,101,14,8,795
214,158,113,14,9,445
210,161,80,15,6,235
197,133,89,12,7,263
207,147,103,13,8,84
235,186,126,17,10,97
223,175,138,15,11,55
193,148,75,14,6,254
220,177,123,16,10,270
208,158,77,15,6,556
219,180,117,16,9,107
214,163,110,15,9,414
209,162,109,15,9,138
183,126,64,12,5,384
188,134,89,12,7,251
208,158,77,15,6,172
222,186,113,17,9,525
212,153,97,14,8,497
217,169,122,15,10,448
204,143,88,13,7,241
208,139,114,12,9,113
188,132,87,12,7,887
225,180,115,16,9,149
215,167,104,15,8,118
239,192,152,16,12,61
196,149,76,14,6,760
200,142,77,13,6,131
220,169,94,15,7,48
221,180,117,16,9,164
181,123,52,12,4,123
254,228,163,20,13,143
219,171,127,15,10,212
218,162,115,14,9,300
209,153,126,13,10,84
190,132,76,12,6,708
226,192,139,17,11,230
220,172,118,15,9,124
202,141,97,13,8,429
203,144,101,13,8,183
206,138,103,12,8,93
194,127,99,11,8,855
195,145,91,13,7,179
192,116,90,10,7,401
232,188,134,17,11,311
206,157,110,14,9,166
197,135,81,12,6,81
210,157,100,14,8,644
238,193,137,17,11,156
221,174,111,16,9,390
217,177,112,16,9,83
209,151,126,13,10,78
204,147,113,13,9,235
219,189,98,18,8,243
200,140,80,13,6,235
204,146,100,13,8,486
193,131,89,12,7,811
219,178,125,16,10,480
212,175,123,16,10,485
210,152,126,13,10,179
221,182,136,16,11,95
208,160,98,15,8,117
204,144,100,13,8,503
207,139,104,12,8,155
209,148,101,13,8,111
226,181,127,16,10,62
203,151,96,14,8,417
221,181,126,16,10,79
237,205,150,18,12,63
214,149,112,13,9,187
207,147,78,14,6,184
207,148,88,14,7,167
228,188,124,17,10,151
195,138,102,12,8,308
221,170,116,15,9,174
216,165,115,15,9,368
191,138,83,13,7,529
201,143,90,13,7,101
222,168,123,15,10,237
208,155,99,14,8,187
238,210,137,19,11,67
222,172,127,15,10,324
216,155,110,14,9,391
203,152,116,13,9,84
204,136,102,12,8,91
200,138,85,13,7,353
193,142,88,13,7,267
183,111,50,11,4,1386
213,161,125,14,10,61
195,141,97,13,8,250
215,166,102,15,8,325
204,143,100,13,8,116
201,147,100,13,8,253
188,123,77,11,6,186
211,155,98,14,8,169
206,151,115,13,9,68
215,174,111,16,9,319
222,171,125,15,10,172
200,130,76,12,6,149
204,138,102,12,8,226
216,165,121,15,10,461
208,161,99,15,8,780
212,147,101,13,8,198
195,137,77,13,6,393
192,141,88,13,7,427
203,141,88,13,7,142
197,131,86,12,7,241
222,178,125,16,10,161
199,137,91,12,7,89
186,123,61,12,5,339
213,164,114,15,9,78
196,138,103,12,8,241
203,146,100,13,8,363
182,122,51,12,4,184
213,165,102,15,8,82
222,184,140,16,11,54
227,193,128,17,10,432
201,154,100,14,8,250
225,186,115,17,9,108
204,154,102,14,8,241
203,144,89,13,7,594
212,164,101,15,8,136
217,162,99,15,8,310
216,163,114,14,9,476
203,166,103,15,8,114
216,158,123,14,10,566
184,131,51,13,4,393
214,164,100,15,8,557
203,149,76,14,6,234
206,143,99,13,8,231
197,142,88,13,7,595
190,127,62,12,5,296
213,149,115,13,9,100
198,147,77,14,6,206
235,199,125,18,10,171
223,180,127,16,10,86
207,150,113,13,9,389
211,159,98,15,8,738
200,140,88,13,7,99
244,208,125,19,10,301
205,151,88,14,7,210
213,174,114,16,9,161
213,160,127,14,10,197
244,211,166,18,13,44
201,145,99,13,8,355
217,162,80,15,6,235
224,178,117,16,9,206
231,186,133,17,11,255
238,198,152,17,12,108
243,212,149,19,12,100
227,183,127,16,10,113
209,155,112,14,9,274
199,155,101,14,8,291
200,142,99,13,8,431
199,134,88,12,7,573
210,151,124,13,10,466
195,135,100,12,8,278
209,143,115,12,9,178
213,174,111,16,9,265
206,145,99,13,8,321
220,174,104,16,8,103
196,120,101,10,8,784
219,172,127,15,10,106
203,156,98,14,8,241
225,179,126,16,10,343
184,113,51,11,4,253
236,194,149,17,12,252
216,177,87,17,7,416
210,162,116,14,9,189
211,159,106,14,8,59
220,162,106,14,8,111
223,173,111,16,9,400
216,169,115,15,9,770
224,184,103,17,8,221
216,158,112,14,9,146
219,177,140,15,11,57
222,171,100,16,8,168
221,169,122,15,10,292
207,155,91,14,7,312
225,173,129,15,10,160
190,129,84,12,7,676
198,137,101,12,8,98
222,168,114,15,9,154
217,167,110,15,9,256
204,151,98,14,8,264
240,206,150,18,12,47
202,142,88,13,7,517
234,209,127,19,10,147
193,127,99,11,8,985
224,174,101,16,8,198
188,126,100,11,8,1004
236,179,125,16,10,598
203,150,87,14,7,421
197,132,87,12,7,237
200,152,116,13,9,814
224,179,116,16,9,130
222,184,103,17,8,95
206,143,89,13,7,384
214,170,114,15,9,350
212,163,101,15,8,150
238,194,150,17,12,74
218,177,113,16,9,189
212,168,113,15,9,159
200,144,99,13,8,169
215,159,103,14,8,446
189,133,89,12,7,332
220,175,101,16,8,603
203,144,88,13,7,358
209,157,101,14,8,78
215,156,121,14,10,258
211,162,101,15,8,103
196,138,102,12,8,270
187,119,75,11,6,164
205,156,100,14,8,481
204,144,88,13,7,176
194,133,87,12,7,410
237,190,127,17,10,757
198,143,72,14,6,257
220,175,112,16,9,430
196,137,77,13,6,113
211,168,112,15,9,124
205,152,97,14,8,376
220,173,147,15,12,365
231,189,126,17,10,670
200,138,110,12,9,211
219,172,102,16,8,330
220,175,149,15,12,391
239,199,137,18,11,1023
191,137,75,13,6,252
224,186,115,17,9,81
208,150,86,14,7,193
209,144,115,12,9,566
198,149,113,13,9,618
211,164,111,15,9,236
208,157,102,14,8,511
200,136,111,12,9,616
222,165,113,15,9,366
202,150,77,14,6,299
182,109,62,10,5,177
209,168,98,16,8,361
246,218,146,20,12,155
235,202,127,18,10,63
198,133,88,12,7,1097
236,190,126,17,10,287
198,135,73,13,6,280
192,125,80,11,6,443
180,115,52,11,4,206
214,164,112,15,9,169
211,161,124,14,10,222
226,178,124,16,10,161
215,168,99,16,8,574
209,154,89,14,7,538
221,184,148,16,12,83
206,154,99,14,8,356
220,180,127,16,10,118
190,127,63,12,5,376
204,148,114,13,9,144
214,168,113,15,9,78
199,149,89,14,7,96
221,173,99,16,8,237
195,140,77,13,6,151
212,168,103,15,8,195
243,193,137,17,11,255
182,119,64,11,5,252
217,172,101,16,8,127
204,148,102,13,8,172
201,147,101,13,8,65
228,183,99,17,8,471
210,168,88,16,7,167
201,137,64,13,5,237
215,168,115,15,9,100
209,149,110,13,9,386
219,175,137,15,11,99
198,131,76,12,6,112
190,125,74,12,6,144
168,90,62,8,5,145
199,133,78,12,6,175
202,159,88,15,7,219
200,149,86,14,7,681
199,147,111,13,9,445
209,155,111,14,9,221
203,148,103,13,8,312
199,146,102,13,8,181
188,132,72,13,6,229
215,177,104,16,8,128
207,151,97,14,8,257
200,145,72,14,6,596
223,183,111,17,9,440
209,160,88,15,7,212
221,179,116,16,9,132
221,173,127,15,10,188
193,115,79,10,6,102
202,149,86,14,7,245
218,165,139,14,11,65
196,134,89,12,7,283
228,177,113,16,9,191
209,172,112,16,9,300
206,153,98,14,8,584
219,162,126,14,10,427
201,144,97,13,8,346
228,188,118,17,9,150
205,145,100,13,8,175
205,161,99,15,8,198
207,148,113,13,9,91
217,165,110,15,9,213
214,156,111,14,9,819
172,97,61,9,5,478
226,176,103,16,8,226
208,166,112,15,9,299
201,136,90,12,7,118
215,149,102,13,8,110
214,164,127,14,10,91
218,166,114,15,9,85
220,175,113,16,9,277
229,188,117,17,9,51
196,138,74,13,6,230
219,177,115,16,9,75
197,141,78,13,6,424
208,152,99,14,8,95
212,150,114,13,9,151
203,140,77,13,6,321
182,118,63,11,5,262
210,150,116,13,9,75
202,136,77,13,6,608
202,133,87,12,7,701
200,148,101,13,8,175
213,166,113,15,9,441
207,151,98,14,8,848
213,159,102,14,8,290
212,169,114,15,9,241
224,179,125,16,10,99
220,174,140,15,11,87
208,157,93,14,7,403
203,143,89,13,7,353
221,167,103,15,8,112
191,135,88,12,7,83
227,191,128,17,10,83
245,203,139,18,11,174
194,124,96,11,8,330
214,155,102,14,8,309
218,160,99,15,8,134
210,144,105,12,8,81
204,154,99,14,8,463
206,161,125,14,10,303
204,151,99,14,8,243
220,164,91,15,7,92
219,176,112,16,9,164
206,154,90,14,7,436
218,164,100,15,8,242
218,179,115,16,9,96
208,147,112,13,9,272
191,135,64,13,5,242
226,189,126,17,10,167
223,178,114,16,9,79
211,165,110,15,9,158
189,136,73,13,6,249
220,180,126,16,10,126
227,172,125,15,10,206
189,127,75,12,6,343
217,175,123,16,10,87
221,176,125,16,10,152
213,153,98,14,8,404
201,143,98,13,8,259
199,148,76,14,6,345
192,121,76,11,6,872
198,137,92,12,7,230
204,141,113,12,9,517
213,159,103,14,8,125
203,152,100,14,8,110
216,166,112,15,9,357
218,181,100,17,8,233
209,157,113,14,9,279
209,166,94,15,7,92
205,160,89,15,7,533
213,164,99,15,8,634
223,164,110,15,9,245
211,148,103,13,8,101
194,128,85,12,7,274
217,168,113,15,9,168
212,150,76,14,6,276
182,125,61,12,5,305
204,152,99,14,8,372
207,150,113,13,9,137
212,163,90,15,7,129
225,177,113,16,9,262
229,180,127,16,10,116
224,172,127,15,10,399
217,172,108,16,9,474
211,153,125,13,10,486
206,145,99,13,8,165
223,171,127,15,10,156
195,147,84,14,7,333
217,166,124,15,10,160
183,113,76,10,6,637
191,125,91,11,7,82
237,190,136,17,11,161
226,185,112,17,9,168
218,172,111,16,9,1673
193,149,85,14,7,274
196,146,101,13,8,136
205,147,101,13,8,293
206,146,101,13,8,104
191,127,74,12,6,280
208,149,112,13,9,354
228,187,124,17,10,689
218,170,115,15,9,171
212,146,99,13,8,254
213,168,97,16,8,191
208,163,102,15,8,151
220,172,127,15,10,115
217,161,127,14,10,87
207,154,118,13,9,130
212,153,115,13,9,158
219,160,113,14,9,859
231,184,139,16,11,99
207,154,100,14,8,321
200,132,87,12,7,276
222,174,113,16,9,121
215,160,115,14,9,96
216,161,114,14,9,186
220,181,116,16,9,104
226,174,139,15,11,76
200,139,76,13,6,209
196,131,76,12,6,516
199,136,88,12,7,432
225,190,111,18,9,805
209,150,104,13,8,168
216,170,123,15,10,381
181,118,71,11,6,525
190,130,76,12,6,313
218,162,115,14,9,242
223,171,125,15,10,218
200,145,90,13,7,265
207,163,100,15,8,412
203,152,90,14,7,200
213,159,114,14,9,84
227,167,149,14,12,66
197,135,102,12,8,139
208,158,95,15,8,281
217,164,100,15,8,224
217,163,127,14,10,124
197,147,101,13,8,262
210,151,79,14,6,155
232,194,141,17,11,71
206,162,99,15,8,176
192,131,86,12,7,219
210,160,126,14,10,125
197,137,99,12,8,261
229,177,124,16,10,652
201,144,99,13,8,165
232,179,151,15,12,80
240,204,129,18,10,231
182,134,61,13,5,465
196,139,85,13,7,506
256,216,163,19,13,28
194,129,73,12,6,341
216,169,115,15,9,107
212,153,90,14,7,218
179,119,85,11,7,374
229,174,136,15,11,93
226,192,129,17,10,141
206,139,112,12,9,74
209,152,97,14,8,816
208,155,110,14,9,190
214,156,138,13,11,406
209,156,114,14,9,83
190,134,61,13,5,183
187,118,75,11,6,317
222,165,127,14,10,739
216,160,112,14,9,121
229,171,116,15,9,154
204,146,100,13,8,126
207,152,90,14,7,170
210,150,123,13,10,283
186,126,63,12,5,219
235,190,138,17,11,370
218,168,87,16,7,339
209,158,87,15,7,627
202,144,73,14,6,525
199,129,85,12,7,415
223,177,113,16,9,156
212,155,110,14,9,191
190,121,77,11,6,440
212,154,101,14,8,134
194,144,73,14,6,173
219,170,113,15,9,132
206,161,100,15,8,168
190,129,76,12,6,296
204,155,111,14,9,698
221,170,115,15,9,111
220,172,128,15,10,93
211,151,125,13,10,201
239,197,136,18,11,119
184,118,64,11,5,239
204,145,91,13,7,145
210,144,101,13,8,137
209,157,86,15,7,197
244,203,141,18,11,57
202,140,77,13,6,114
220,163,126,14,10,152
220,162,99,15,8,150
188,124,62,12,5,241
214,166,103,15,8,240
207,156,128,13,10,206
219,171,124,15,10,126
212,156,101,14,8,113
230,175,137,15,11,696
206,146,90,13,7,290
227,172,128,15,10,71
222,182,129,16,10,541
214,153,125,13,10,89
213,162,90,15,7,88
204,143,80,13,6,138
208,156,100,14,8,345
199,132,79,12,6,115
221,152,105,13,8,90
233,192,102,18,8,93
208,148,113,13,9,281
215,174,111,16,9,789
198,137,110,12,9,427
212,158,124,14,10,79
228,171,117,15,9,333
228,184,139,16,11,586
201,157,86,15,7,511
213,157,111,14,9,145
213,161,115,14,9,94
197,130,75,12,6,349
235,197,140,17,11,755
208,155,101,14,8,505
191,133,89,12,7,206
233,200,138,18,11,145
193,141,79,13,6,528
208,161,99,15,8,235
213,168,124,15,10,337
220,184,109,17,9,319
199,142,88,13,7,193
206,151,87,14,7,165
185,129,76,12,6,207
218,156,92,14,7,246
220,159,112,14,9,163
190,125,62,12,5,401
222,184,114,17,9,139
220,175,112,16,9,432
186,124,52,12,4,630
210,164,102,15,8,299
231,182,125,16,10,400
213,164,72,16,6,515
211,163,127,14,10,433
216,174,101,16,8,279
207,147,113,13,9,455
214,158,114,14,9,167
209,160,88,15,7,235
205,147,114,13,9,160
196,124,88,11,7,589
189,124,73,12,6,256
219,163,100,15,8,181
219,168,115,15,9,306
201,138,104,12,8,172
208,144,101,13,8,93
202,156,102,14,8,121
211,162,114,14,9,222
193,145,79,13,6,1969
197,133,78,12,6,82
203,150,87,14,7,499
210,151,99,14,8,694
167,100,47,10,4,627
219,175,113,16,9,295
203,150,87,14,7,215
204,139,101,12,8,384
212,160,124,14,10,99
207,150,112,13,9,320
235,182,137,16,11,526
216,164,146,14,12,183
202,150,99,14,8,227
208,160,78,15,6,144
202,143,114,12,9,115
211,152,115,13,9,367
200,153,73,15,6,134
204,156,102,14,8,153
215,154,88,14,7,158
218,158,104,14,8,86
222,175,112,16,9,229
211,154,130,13,10,95
242,199,152,17,12,43
199,146,91,13,7,472
211,161,116,14,9,178
231,170,126,15,10,584
176,103,48,10,4,259
239,208,127,19,10,652
238,187,150,16,12,142
234,187,114,17,9,200
189,133,88,12,7,462
219,164,111,15,9,161
232,178,139,15,11,497
213,167,88,16,7,126
226,186,126,17,10,262
201,153,125,13,10,193
239,202,137,18,11,90
216,160,113,14,9,127
205,145,90,13,7,393
204,150,87,14,7,219
213,176,124,16,10,453
218,157,111,14,9,216
200,144,89,13,7,207
216,163,127,14,10,80
218,168,114,15,9,569
216,170,99,16,8,209
244,208,137,19,11,64
199,140,112,12,9,923
205,156,85,15,7,318
239,203,131,18,10,60
206,138,78,13,6,121
232,193,149,17,12,93
204,156,112,14,9,124
217,167,103,15,8,234
218,166,86,16,7,252
184,127,65,12,5,232
216,152,126,13,10,74
195,138,65,13,5,294
203,130,76,12,6,134
231,192,118,17,9,90
208,154,100,14,8,247
216,169,126,15,10,308
226,170,124,15,10,245
210,162,90,15,7,229
201,150,89,14,7,635
223,163,126,14,10,147
208,155,102,14,8,74
221,159,114,14,9,1092
220,178,126,16,10,250
184,110,65,10,5,428
196,131,88,12,7,247
219,168,123,15,10,181
212,171,99,16,8,180
197,141,89,13,7,337
211,149,112,13,9,119
199,136,74,13,6,220
214,161,81,15,6,159
221,168,102,15,8,555
212,148,103,13,8,103
213,169,116,15,9,584
208,159,98,15,8,430
218,167,110,15,9,315
205,152,88,14,7,168
219,175,101,16,8,189
196,133,91,12,7,495
206,145,100,13,8,122
206,154,111,14,9,122
207,157,112,14,9,274
202,133,87,12,7,201
214,164,100,15,8,660
215,166,112,15,9,477
227,180,126,16,10,691
223,180,126,16,10,101
218,166,110,15,9,477
204,157,86,15,7,477
215,164,101,15,8,322
214,149,113,13,9,378
207,146,92,13,7,129
230,179,127,16,10,511
212,161,104,14,8,58
210,166,85,16,7,267
230,196,113,18,9,149
212,166,113,15,9,315
192,120,64,11,5,568
222,167,150,14,12,106
216,171,100,16,8,231
189,131,77,12,6,253
210,154,98,14,8,606
217,171,99,16,8,190
220,162,126,14,10,279
205,146,99,13,8,159
210,147,103,13,8,188
217,182,111,17,9,208
204,128,110,11,9,218
222,163,125,14,10,155
209,147,101,13,8,469
222,182,110,17,9,362
211,162,100,15,8,129
206,155,100,14,8,300
203,155,103,14,8,168
199,146,92,13,7,124
216,169,111,15,9,476
206,134,89,12,7,109
209,165,102,15,8,189
219,178,88,17,7,306
215,168,114,15,9,164
195,131,87,12,7,263
194,126,64,12,5,407
186,116,79,10,6,193
215,150,114,13,9,651
201,133,90,12,7,133
205,144,90,13,7,274
202,151,124,13,10,99
224,182,127,16,10,57
208,163,89,15,7,293
199,135,89,12,7,129
208,151,113,13,9,297
195,136,100,12,8,191
203,147,103,13,8,104
206,148,112,13,9,343
197,147,104,13,8,180
226,171,126,15,10,86
214,168,115,15,9,506
222,171,126,15,10,64
236,197,151,17,12,1090
231,197,124,18,10,161
217,164,137,14,11,144
207,146,112,13,9,188
214,160,113,14,9,483
196,140,77,13,6,109
204,153,97,14,8,922
203,146,91,13,7,154
246,203,164,17,13,75
213,160,106,14,8,93
209,168,112,15,9,133
218,165,127,14,10,107
224,173,126,15,10,354
216,170,98,16,8,207
214,163,136,14,11,163
225,191,138,17,11,77
231,191,137,17,11,191
223,187,125,17,10,452
218,167,123,15,10,351
207,152,89,14,7,84
215,164,100,15,8,161
204,150,115,13,9,308
218,173,137,15,11,172
224,175,101,16,8,158
201,148,84,14,7,640
215,156,102,14,8,117
220,174,113,16,9,272
233,190,138,17,11,92
192,115,86,10,7,134
222,170,126,15,10,101
186,123,86,11,7,811
209,150,113,13,9,267
214,173,127,15,10,142
223,171,99,16,8,105
195,150,77,14,6,206
216,171,101,16,8,327
224,188,114,17,9,196
202,140,85,13,7,618
223,188,137,17,11,337
219,167,129,14,10,115
224,182,127,16,10,176
217,165,126,14,10,415
206,155,110,14,9,164
211,151,126,13,10,300
224,172,129,15,10,370
209,142,116,12,9,119
212,156,139,13,11,79
217,169,98,16,8,530
222,178,114,16,9,207
212,156,93,14,7,167
230,190,128,17,10,86
216,159,112,14,9,278
209,151,88,14,7,120
227,175,127,15,10,74
193,134,90,12,7,113
223,177,138,15,11,64
237,198,153,17,12,64
209,161,100,15,8,183
208,155,111,14,9,240
192,144,74,14,6,556
214,174,112,16,9,339
207,159,115,14,9,496
218,151,115,13,9,177
215,157,101,14,8,150
201,141,96,13,8,236
222,172,136,15,11,599
198,142,89,13,7,130
229,173,116,15,9,248
225,177,122,16,10,392
213,157,103,14,8,123
202,146,99,13,8,503
212,158,115,14,9,71
209,160,115,14,9,120
209,146,101,13,8,156
198,135,88,12,7,203
224,179,126,16,10,184
215,160,104,14,8,112
213,171,89,16,7,359
190,114,77,10,6,697
220,172,128,15,10,157
197,136,98,12,8,185
205,156,85,15,7,782
201,149,78,14,6,488
202,140,112,12,9,81
205,150,87,14,7,157
227,182,148,16,12,277
188,132,54,13,4,272
218,170,123,15,10,143
225,176,138,15,11,415
211,155,91,14,7,321
197,147,104,13,8,103
230,185,141,16,11,95
229,186,114,17,9,239
203,165,111,15,9,95
213,164,103,15,8,206
211,153,90,14,7,605
210,163,111,15,9,149
230,188,117,17,9,265
213,159,112,14,9,109
217,167,113,15,9,46
224,176,104,16,8,90
224,168,113,15,9,360
191,130,86,12,7,275
235,206,135,19,11,430
222,174,129,15,10,264
215,168,115,15,9,395
228,187,148,16,12,417
200,139,75,13,6,262
213,153,102,14,8,95
198,131,95,12,8,779
216,157,103,14,8,201
206,157,115,14,9,633
221,158,139,13,11,248
224,185,113,17,9,1020
210,150,101,13,8,188
222,173,139,15,11,219
225,157,129,13,10,79
227,178,115,16,9,271
195,135,97,12,8,794
234,187,150,16,12,136
227,189,126,17,10,276
198,135,87,12,7,125
217,161,117,14,9,75
229,191,137,17,11,140
212,166,139,14,11,54
216,158,116,14,9,70
192,135,73,13,6,604
203,134,89,12,7,117
219,165,101,15,8,143
213,163,127,14,10,210
204,149,87,14,7,166
211,162,100,15,8,516
185,104,86,9,7,267
200,147,104,13,8,93
195,139,107,13,9,452
196,137,77,13,6,140
199,144,75,14,6,600
201,144,88,13,7,325
212,166,113,15,9,193
182,116,25,12,2,605
219,174,117,15,9,68
214,178,124,16,10,91
206,160,98,15,8,136
196,136,101,12,8,123
240,185,138,16,11,195
193,136,90,12,7,216
212,161,134,14,11,228
213,167,112,15,9,163
200,145,92,13,7,406
220,172,136,15,11,152
214,161,88,15,7,241
228,179,141,15,11,50
231,198,127,18,10,123
208,155,92,14,7,438
200,147,102,13,8,164
215,163,138,14,11,84
209,156,102,14,8,70
214,168,85,16,7,630
223,185,124,17,10,270
210,159,115,14,9,186
208,158,115,14,9,191
222,174,112,16,9,400
207,163,118,14,9,438
208,141,88,13,7,91
196,138,65,13,5,260
208,148,110,13,9,360
200,138,102,12,8,95
202,153,100,14,8,261
202,146,101,13,8,289
201,143,87,13,7,834
201,149,87,14,7,211
198,144,100,13,8,225
199,149,86,14,7,264
211,156,101,14,8,507
198,138,92,12,7,139
211,156,137,13,11,912
224,179,125,16,10,517
249,206,153,18,12,52
212,154,111,14,9,128
212,166,103,15,8,274
223,173,127,15,10,329
223,177,125,16,10,123
217,170,125,15,10,155
227,186,114,17,9,84
203,156,111,14,9,290
217,163,118,14,9,114
222,167,140,14,11,185
214,171,100,16,8,208
221,180,126,16,10,176
213,159,99,15,8,314
217,156,101,14,8,86
218,159,104,14,8,141
203,156,92,14,7,320
211,149,102,13,8,167
214,164,75,16,6,652
196,129,103,11,8,121
187,130,85,12,7,345
220,162,126,14,10,515
228,185,138,16,11,452
199,135,90,12,7,94
201,146,109,13,9,213
197,125,88,11,7,185
222,174,103,16,8,628
212,154,101,14,8,868
224,172,116,15,9,69
198,139,112,12,9,182
200,145,112,13,9,192
219,163,128,14,10,63
214,164,99,15,8,145
227,183,136,16,11,902
208,156,102,14,8,490
